"","genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count","species_count","RatioDisagree"
"12961","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"12962","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"12963","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"12964","Bombus","needs_id",FALSE,NA,0,0,56,NA
"12965","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"12966","Nomada","needs_id",TRUE,"Nomada",0,3,33,0
"12967","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"12968","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"12969","Bombus","needs_id",TRUE,"bourdons",0,1,56,0
"12970","Bombus","needs_id",TRUE,"bourdons",0,1,56,0
"12971","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12972","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"12973","Bombus","needs_id",FALSE,"Bombus ternarius",0,0,56,NA
"12974","Bombus","needs_id",FALSE,"Bombus frigidus",0,0,56,NA
"12975","Bombus","needs_id",FALSE,"Bombus perplexus",0,0,56,NA
"12976","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"12977","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12978","Bombus","needs_id",FALSE,NA,0,0,56,NA
"12979","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"12980","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"12981","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"12982","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"12983","Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1,56,0
"12984","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"12985","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"12986","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12987","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12988","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12989","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"12990","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"12991","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"12992","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"12993","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"12994","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"12995","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"12996","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"12997","Ceratina","needs_id",TRUE,"Small Carpenter Bees",0,1,8,0
"12998","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"12999","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13000","Apis","research",TRUE,"Abeille européenne",0,1,1,0
"13001","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13002","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13003","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13004","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13005","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13006","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13007","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13008","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"13009","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13010","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13011","Bombus","needs_id",TRUE,"Bumble Bees",0,2,56,0
"13012","Nomada","research",TRUE,"Nomad Bees",0,2,33,0
"13013","Nomada","research",TRUE,"Nomad Bees",0,2,33,0
"13014","Nomada","research",TRUE,"Nomad Bees",0,1,33,0
"13015","Nomada","needs_id",TRUE,"Nomad Bees",0,3,33,0
"13016","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13017","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13018","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13019","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13020","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13021","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13022","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13023","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13024","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13025","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13026","Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,3,NA,0
"13027","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13028","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"13029","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13030","Bombus","needs_id",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"13031","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13032","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13033","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13034","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13035","Ceratina","needs_id",FALSE,NA,0,0,8,NA
"13036","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13037","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13038","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13039","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13040","Ceratina","needs_id",FALSE,"Small Carpenter Bees",1,1,8,1
"13041","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13042","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2,1,0
"13043","Apis","research",TRUE,"Abeille européenne",0,1,1,0
"13044","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13045","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13046","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13047","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13048","Bombus","needs_id",FALSE,"Ants, Bees, Wasps, and Sawflies",0,0,56,NA
"13049","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13050","Bombus","needs_id",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13051","Bombus","needs_id",FALSE,"Bombus bimaculatus",0,0,56,NA
"13052","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13053","Bombus","casual",FALSE,NA,0,0,56,NA
"13054","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2,1,0
"13055","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13056","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13057","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13058","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13059","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13060","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13061","Bombus","needs_id",FALSE,"Bombus",0,0,56,NA
"13062","Bombus","needs_id",FALSE,"Bombus",0,0,56,NA
"13063","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13064","Apinae","needs_id",FALSE,"Apinés",0,0,NA,NA
"13065","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13066","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13067","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13068","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13069","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2,1,0
"13070","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13071","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13072","Ceratina","needs_id",TRUE,"Small Carpenter Bees",0,1,8,0
"13073","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13074","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13075","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13076","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13077","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13078","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13079","Ceratina","needs_id",FALSE,NA,1,1,8,1
"13080","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"13081","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13082","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13083","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13084","Apinae","needs_id",FALSE,NA,0,0,NA,NA
"13085","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13086","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13087","Melissodes","needs_id",FALSE,"Thistle Long-horned Bee",0,0,21,NA
"13088","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13089","Melissodes","needs_id",FALSE,"Eumelissodes",0,0,21,NA
"13090","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13091","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13092","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13093","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13094","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13095","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13096","Apis","needs_id",TRUE,"Cavity-nesting Honey Bees",0,3,1,0
"13097","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13098","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13099","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13100","Melissodes","needs_id",FALSE,"Two-spotted Long-horned Bee",0,0,21,NA
"13101","Bombus","needs_id",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13102","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13103","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13104","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13105","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13106","Bombus","needs_id",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13107","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13108","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13109","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13110","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13111","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13112","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13113","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13114","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13115","Apidae","needs_id",FALSE,NA,0,0,NA,NA
"13116","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13117","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13118","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13119","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13120","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13121","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13122","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13123","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13124","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13125","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13126","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13127","Ceratina","needs_id",FALSE,NA,0,0,8,NA
"13128","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13129","Ceratina","needs_id",FALSE,"Ceratina",0,0,8,NA
"13130","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13131","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13132","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13133","Apidae","needs_id",FALSE,"Apidae",0,0,NA,NA
"13134","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13135","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13136","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13137","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13138","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13139","Bombus","needs_id",FALSE,"Brown-belted Bumble Bee",0,0,56,NA
"13140","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13141","Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13142","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13143","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13144","Bombus","casual",FALSE,"Tricolored Bumble Bee",0,0,56,NA
"13145","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13146","Apis","research",TRUE,"Abeille européenne",0,2,1,0
"13147","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13148","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13149","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13150","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13151","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13152","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13153","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13154","Apinae","needs_id",FALSE,"Apine Bees",0,0,NA,NA
"13155","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13156","Anthophorini","needs_id",FALSE,"Digger Bees",0,0,NA,NA
"13157","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13158","Triepeolus","needs_id",TRUE,"Triepeolus",0,2,10,0
"13159","Melissodes","needs_id",FALSE,"Melissodes",0,0,21,NA
"13160","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13161","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13162","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13163","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13164","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"13165","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13166","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13167","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13168","Nomada","needs_id",FALSE,"Maculated Cuckoo Nomad Bee",0,0,33,NA
"13169","Nomada","research",TRUE,"Articulated Cuckoo Nomad Bee",0,1,33,0
"13170","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13171","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13172","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13173","Bombus","needs_id",TRUE,"bourdons",0,1,56,0
"13174","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13175","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2,56,0
"13176","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13177","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13178","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13179","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13180","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13181","Bombus","research",TRUE,"bourdon boréal",0,2,56,0
"13182","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13183","Bombus","needs_id",FALSE,"Two-spotted Bumble Bee",0,0,56,NA
"13184","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13185","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13186","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13187","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13188","Apinae","needs_id",TRUE,"Apine Bees",0,1,NA,0
"13189","Bombus","needs_id",TRUE,"bourdons",0,1,56,0
"13190","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13191","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13192","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13193","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13194","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13195","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13196","Apinae","needs_id",FALSE,NA,0,0,NA,NA
"13197","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13198","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13199","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13200","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13201","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13202","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13203","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13204","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13205","Apidae","needs_id",FALSE,"Bees",0,0,NA,NA
"13206","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13207","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13208","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13209","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13210","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13211","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13212","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13213","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,3,56,0
"13214","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13215","Apis","research",TRUE,"Western Honey Bee",0,3,1,0
"13216","Ceratina","needs_id",FALSE,"Ceratina Dupla",0,0,8,NA
"13217","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13218","Ceratina","needs_id",FALSE,"Ceratinidia",0,0,8,NA
"13219","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13220","Apis","research",TRUE,"Abeille européenne",0,1,1,0
"13221","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13222","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13223","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13224","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13225","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13226","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13227","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13228","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13229","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13230","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13231","Nomada","research",TRUE,"Nomada luteoloides",0,1,33,0
"13232","Ceratina","needs_id",FALSE,"Small Carpenter Bees",0,0,8,NA
"13233","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13234","Ceratina","needs_id",FALSE,"Zadontomerus",0,0,8,NA
"13235","Nomada","research",TRUE,"Nomada luteoloides",0,1,33,0
"13236","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13237","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13238","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13239","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13240","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13241","Bombus","needs_id",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13242","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13243","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13244","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13245","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13246","Apis","casual",TRUE,"Western Honey Bee",0,1,1,0
"13247","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13248","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13249","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13250","Bombus","needs_id",FALSE,"Red-belted Bumble Bee",0,0,56,NA
"13251","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13252","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13253","Bombus","needs_id",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13254","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13255","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13256","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13257","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13258","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13259","Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0,56,NA
"13260","Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13261","Epeolus","research",TRUE,"Autumnal Cellophane-cuckoo Bee",0,1,12,0
"13262","Epeolus","research",TRUE,"Autumnal Cellophane-cuckoo Bee",0,1,12,0
"13263","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13264","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13265","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13266","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13267","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13268","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13269","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13270","Bombus","research",TRUE,"Perplexing Bumble Bee",0,1,56,0
"13271","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13272","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13273","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13274","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13275","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13276","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13277","Xylocopa","needs_id",TRUE,"Eastern Carpenter Bee",0,1,1,0
"13278","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13279","Apis","research",TRUE,"Abeille européenne",0,2,1,0
"13280","Bombus","needs_id",TRUE,"Bumble Bees",0,3,56,0
"13281","Bombus","needs_id",TRUE,"Northern Amber Bumble Bee",0,1,56,0
"13282","Bombus","research",TRUE,"Red-belted Bumble Bee",0,1,56,0
"13283","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13284","Bombus","needs_id",TRUE,"Pyrobombus",0,2,56,0
"13285","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13286","Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1,21,0
"13287","Bombus","research",TRUE,"Tricolored Bumble Bee",0,1,56,0
"13288","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13289","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2,56,0
"13290","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13291","Apis","research",TRUE,"Abeille européenne",0,2,1,0
"13292","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13293","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13294","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2,56,0
"13295","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13296","Bombus","research",TRUE,"Bombus impatiens",0,1,56,0
"13297","Bombus","needs_id",FALSE,NA,0,0,56,NA
"13298","Bombus","needs_id",TRUE,"Pyrobombus",0,1,56,0
"13299","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13300","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13301","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13302","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13303","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13304","Bombus","needs_id",TRUE,"Bumble Bees",0,1,56,0
"13305","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13306","Bombus","research",TRUE,"Bombus bimaculatus",0,1,56,0
"13307","Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,1,NA,0
"13308","Bombus","research",TRUE,"Tricolored Bumble Bee",0,2,56,0
"13309","Bombus","needs_id",FALSE,"Bumble Bees",0,0,56,NA
"13310","Ceratina","needs_id",TRUE,"Zadontomerus",0,2,8,0
"13311","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13312","Ceratina","needs_id",TRUE,"Zadontomerus",0,1,8,0
"13313","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13314","Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13315","Bombus","research",TRUE,"Tricolored Bumble Bee",0,3,56,0
"13316","Nomada","needs_id",TRUE,"Nomad Bees",0,2,33,0
"13317","Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1,56,0
"13318","Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13319","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13320","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13321","Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13322","Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13323","Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13324","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13325","Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,2,NA,0
"13326","Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1,56,0
"13327","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13328","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13329","Nomada","needs_id",TRUE,"Nomad Bees",0,1,33,0
"13330","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13331","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
"13332","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13333","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13334","Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1,56,0
"13335","Bombus","needs_id",FALSE,"Bombus sp.",0,0,56,NA
"13336","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13337","Apis","research",TRUE,"Western Honey Bee",0,1,1,0
"13338","Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1,56,0
"13339","Apis","research",TRUE,"Western Honey Bee",0,2,1,0
