"","genus","quality_grade","id","comments_count","observed_on","num_identification_agreements","identifications_count","num_identification_disagreements","location","taxon.name","taxon.rank","taxon.id","taxon.taxon_changes_count","taxon.observations_count","user.id","user.observations_count","user.identifications_count","species_count","RatioDisagree"
"13771","Nomada","needs_id",35726505,0,"2015-06-06",2,2,0,"44.4100454412,-79.4765352985","Nomada","genus",53648,0,6067,2215788,3038,3339,33,0
"13772","Xylocopa","research",35723136,0,"2017-09-17",1,1,0,"43.642186602,-79.4662013192","Xylocopa virginica","species",51110,0,15923,2215788,3038,3339,1,0
"13773","Ceratina","needs_id",35721159,0,"2019-05-24",1,1,0,"43.689433,-79.769332","Zadontomerus","subgenus",468067,0,3385,687175,6919,1089,8,0
"13774","Apidae","needs_id",35713948,0,"2017-04-10",3,3,0,"43.6585190776,-79.4030167359","Apidae","family",47221,0,332361,2215788,3038,3339,NA,0
"13775","Bombus","research",35659256,0,"2019-08-13",1,1,0,"44.6322273402,-78.65502099","Bombus perplexus","species",155085,0,1312,113093,1815,1141,56,0
"13776","Bombus","research",35659159,0,"2019-08-13",2,2,0,"44.6322273402,-78.65502099","Bombus terricola","species",121517,0,947,113093,1815,1141,56,0
"13777","Bombus","research",35656618,0,"2019-08-13",1,1,0,"44.5927291368,-78.6859852278","Bombus rufocinctus","species",144011,0,1055,113093,1815,1141,56,0
"13778","Bombus","research",35627695,0,"2019-08-15",2,2,0,"44.8559166011,-78.8165701801","Bombus vagans","species",128670,1,1559,113093,1815,1141,56,0
"13779","Melissodes","needs_id",35626282,0,"2015-07-04",4,5,1,"43.6540196,-79.936113","Eumelissodes","subgenus",563472,0,1272,2144361,353,0,21,0.2
"13780","Bombus","research",35624788,0,"2019-08-15",4,4,0,"44.8559166011,-78.8165701801","Bombus terricola","species",121517,0,947,113093,1815,1141,56,0
"13781","Bombus","research",35624480,0,"2019-08-15",1,1,0,"44.8559166011,-78.8165701801","Bombus perplexus","species",155085,0,1312,113093,1815,1141,56,0
"13782","Bombus","research",35622866,0,"2018-09-27",2,2,0,"44.4859493465,-77.3188308239","Bombus impatiens","species",118970,0,27111,513112,12651,2432,56,0
"13783","Apis","research",35608928,0,"2019-10-25",2,2,0,"43.6540196,-79.936113","Apis mellifera","species",47219,1,95272,2144361,353,0,1,0
"13784","Bombus","research",35606869,0,"2019-11-07",4,4,0,"43.9013929462,-79.4002628516","Bombus impatiens","species",118970,0,27111,2299512,21,13,56,0
"13785","Bombus","research",35597712,0,"2019-09-08",1,1,0,"46.2339166667,-71.9784383333","Bombus ternarius","species",127905,0,4181,2216679,34,0,56,0
"13786","Bombus","research",35596002,0,"2019-07-21",2,2,0,"48.66401,-71.85449","Bombus vagans","species",128670,1,1559,751808,5560,1497,56,0
"13787","Bombus","research",35593493,0,"2019-08-19",2,2,0,"43.689477,-79.769342","Bombus rufocinctus","species",144011,0,1055,687175,6919,1089,56,0
"13788","Ceratina","needs_id",35552999,0,"2019-09-21",1,1,0,"43.6444848953,-79.4681403905","Ceratina calcarata","species",198860,0,98,852062,138,7,8,0
"13789","Bombus","research",35535728,0,"2019-10-20",1,1,0,"44.5909145654,-78.6910599675","Bombus impatiens","species",118970,0,27111,113093,1815,1141,56,0
"13790","Bombus","research",35532867,0,"2019-09-05",2,2,0,"43.998935,-77.729333","Bombus citrinus","species",198859,0,517,687175,6919,1089,56,0
"13791","Bombus","research",35532521,0,"2019-09-24",2,2,0,"44.5318916667,-78.498775","Bombus impatiens","species",118970,0,27111,521253,2781,10,56,0
"13792","Bombus","research",35515493,0,"2019-09-21",1,1,0,"45.6066997233,-76.0752547491","Bombus impatiens","species",118970,0,27111,1967315,34,0,56,0
"13793","Apis","research",35508451,0,"2019-10-13",3,3,0,"43.6540196,-79.936113","Apis mellifera","species",47219,1,95272,2144361,353,0,1,0
"13794","Nomada","needs_id",35494320,0,"2019-05-06",3,3,0,"43.451309,-79.954735","Nomada","genus",53648,0,6067,687175,6919,1089,33,0
"13795","Nomada","needs_id",35494309,0,"2019-05-08",4,4,0,"43.451309,-79.954735","Nomada","genus",53648,0,6067,687175,6919,1089,33,0
"13796","Nomada","needs_id",35494308,0,"2019-05-06",3,3,0,"43.451309,-79.954735","Nomada","genus",53648,0,6067,687175,6919,1089,33,0
"13797","Melissodes","needs_id",35493240,0,"2019-08-06",1,1,0,"43.6540196,-79.936113","Eumelissodes","subgenus",563472,0,1272,2144361,353,0,21,0
"13798","Bombus","casual",35452766,0,"2019-09-24",0,0,0,"45.4477876883,-75.6406540191","Bombus impatiens","species",118970,0,27111,2372749,31,0,56,NA
"13799","Bombus","research",35419814,0,"2019-09-04",1,1,0,"45.420161566,-75.6900475623","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13800","Melissodes","needs_id",35419059,0,"2019-08-01",1,1,0,"45.4201611568,-75.6900506656","Eumelissodes","subgenus",563472,0,1272,1800704,671,32,21,0
"13801","Bombus","research",35418608,0,"2019-07-31",3,3,0,"45.4190333369,-75.6912155161","Bombus griseocollis","species",120215,0,8936,1800704,671,32,56,0
"13802","Bombus","research",35418387,0,"2019-07-31",2,2,0,"45.4201650553,-75.690053797","Bombus griseocollis","species",120215,0,8936,1800704,671,32,56,0
"13803","Bombus","needs_id",35407895,0,"2019-08-07",0,0,0,"44.646008,-78.802441","Bombus","genus",52775,1,143140,2097425,115,74,56,NA
"13804","Bombus","needs_id",35390289,0,"2016-08-14",2,2,0,"43.6540196,-79.936113","Bombus","genus",52775,1,143140,2144361,353,0,56,0
"13805","Bombus","research",35387830,0,"2018-08-14",1,1,0,"43.6540196,-79.936113","Bombus citrinus","species",198859,0,517,2144361,353,0,56,0
"13806","Bombus","needs_id",35387758,0,"2013-10-03",1,1,0,"43.6540196,-79.936113","Pyrobombus","subgenus",538900,0,63340,2144361,353,0,56,0
"13807","Bombus","research",35387656,0,"2015-08-11",1,1,0,"43.6540196,-79.936113","Bombus terricola","species",121517,0,947,2144361,353,0,56,0
"13808","Bombus","research",35387613,0,"2014-08-22",1,1,0,"43.6540196,-79.936113","Bombus ternarius","species",127905,0,4181,2144361,353,0,56,0
"13809","Bombus","research",35387560,0,"2016-08-09",1,1,0,"43.6540196,-79.936113","Bombus rufocinctus","species",144011,0,1055,2144361,353,0,56,0
"13810","Bombus","research",35387491,0,"2018-07-10",1,1,0,"43.6540196,-79.936113","Bombus griseocollis","species",120215,0,8936,2144361,353,0,56,0
"13811","Bombus","research",35383151,0,"2019-06-16",1,1,0,"43.6540196,-79.936113","Bombus fervidus","species",52774,0,1256,2144361,353,0,56,0
"13812","Bombus","research",35382976,0,"2019-08-04",1,1,0,"43.6540196,-79.936113","Bombus borealis","species",143854,0,1091,2144361,353,0,56,0
"13813","Bombus","research",35382877,0,"2019-07-05",1,1,0,"43.6540196,-79.936113","Bombus bimaculatus","species",52779,0,4755,2144361,353,0,56,0
"13814","Bombus","research",35382789,0,"2018-05-17",1,1,0,"43.6540196,-79.936113","Bombus auricomus","species",198856,0,900,2144361,353,0,56,0
"13815","Bombus","research",35372624,0,"2019-10-20",2,2,0,"43.7138705556,-79.3680280556","Bombus impatiens","species",118970,0,27111,2421105,30,5,56,0
"13816","Apis","research",35372529,0,"2019-10-21",2,2,0,"43.7137991667,-79.3677288889","Apis mellifera","species",47219,1,95272,2421105,30,5,1,0
"13817","Bombus","research",35355864,0,"2019-10-20",2,2,0,"43.7137833333,-79.3677166667","Bombus impatiens","species",118970,0,27111,2421105,30,5,56,0
"13818","Apis","research",35355858,0,"2019-09-09",4,4,0,"43.7137916667,-79.3676083333","Apis mellifera","species",47219,1,95272,2421105,30,5,1,0
"13819","Bombus","research",35341703,0,"2019-10-08",1,1,0,"45.420169588,-75.6900498022","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13820","Bombus","research",35341702,0,"2019-10-02",1,1,0,"45.4201581302,-75.6900555019","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13821","Bombus","research",35341442,0,"2019-09-20",2,2,0,"45.4201797294,-75.6900400784","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13822","Bombus","research",35341425,0,"2019-09-19",1,1,0,"45.4201712575,-75.6900548305","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13823","Apis","research",35341422,0,"2019-09-19",2,2,0,"45.4201656609,-75.6900555011","Apis mellifera","species",47219,1,95272,1800704,671,32,1,0
"13824","Bombus","research",35340892,0,"2019-09-18",2,2,0,"45.420176931,-75.6900424261","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13825","Bombus","research",35340891,0,"2019-09-18",2,2,0,"45.4201698711,-75.690041085","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13826","Bombus","research",35340358,0,"2019-09-16",2,2,0,"45.4201656608,-75.690044773","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13827","Bombus","research",35339834,0,"2019-09-12",1,1,0,"45.4201785306,-75.69005483","Bombus impatiens","species",118970,0,27111,1800704,671,32,56,0
"13828","Bombus","needs_id",35333648,0,"2019-10-04",1,1,0,"44.0996541954,-78.1696858527","Pyrobombus","subgenus",538900,0,63340,433806,833,125,56,0
"13829","Bombus","research",35333619,0,"2019-10-04",2,2,0,"44.0980567932,-78.1708297729","Bombus impatiens","species",118970,0,27111,433806,833,125,56,0
"13830","Bombus","research",35299387,0,"2019-09-27",1,1,0,"44.7806388889,-76.2295083333","Bombus impatiens","species",118970,0,27111,1090898,537,167,56,0
"13831","Bombus","research",35264091,0,"2019-10-14",2,2,0,"44.6745209549,-79.8143461902","Bombus impatiens","species",118970,0,27111,2052167,168,0,56,0
"13832","Bombus","research",35242120,0,"2019-08-20",1,1,0,"44.389052,-79.814739","Bombus rufocinctus","species",144011,0,1055,687175,6919,1089,56,0
"13833","Bombus","research",35221856,0,"2019-10-19",2,2,0,"43.6715298199,-79.5134880715","Bombus impatiens","species",118970,0,27111,2060261,55,0,56,0
"13834","Apis","research",35221492,0,"2019-10-19",4,4,0,"43.6713959432,-79.5149054921","Apis mellifera","species",47219,1,95272,2060261,55,0,1,0
"13835","Apis","research",35179813,0,"2017-09-13",3,3,0,"43.9593483158,-78.1715235371","Apis mellifera","species",47219,1,95272,1093685,4292,124,1,0
"13836","Bombus","research",35161434,0,"2019-09-29",2,2,0,"45.7595749833,-75.9447049833","Bombus ternarius","species",127905,0,4181,437564,1293,5,56,0
"13837","Apis","research",35134859,0,"2019-10-31",2,2,0,"45.46611667,-73.64286167","Apis mellifera","species",47219,1,95272,2073347,77,0,1,0
"13838","Bombus","research",35134831,0,"2019-09-15",1,1,0,"44.6258690938,-79.1404538628","Bombus borealis","species",143854,0,1091,999680,6375,210,56,0
"13839","Bombus","research",35086698,0,"2019-07-24",1,1,0,"47.6662544011,-70.6277561188","Bombus terricola","species",121517,0,947,2404429,7,27,56,0
"13840","Bombus","research",35086516,0,"2019-08-11",1,1,0,"46.073819494,-74.3016572634","Bombus terricola","species",121517,0,947,2404429,7,27,56,0
"13841","Bombus","research",35086463,0,"2019-07-16",1,1,0,"45.804711328,-72.6976074411","Bombus terricola","species",121517,0,947,2404429,7,27,56,0
"13842","Bombus","research",35086404,0,"2019-07-15",1,1,0,"46.4330877356,-72.1082832184","Bombus terricola","species",121517,0,947,2404429,7,27,56,0
"13843","Bombus","research",35086294,0,"2019-07-10",1,1,0,"45.7398657763,-71.6726798102","Bombus terricola","species",121517,0,947,2404429,7,27,56,0
"13844","Bombus","research",35082904,0,"2019-10-30",2,2,0,"43.92278999,-78.83829299","Bombus impatiens","species",118970,0,27111,1093685,4292,124,56,0
"13845","Bombus","research",35066188,0,"2019-10-29",2,2,0,"45.2998390198,-75.8957824707","Bombus impatiens","species",118970,0,27111,1140629,309,14,56,0
"13846","Bombus","research",35056901,0,"2019-07-20",1,1,0,"45.7399524296,-71.671725464","Bombus fernaldae","species",198858,0,263,2404429,7,27,56,0
"13847","Apis","research",35048007,0,"2019-10-29",2,2,0,"45.466274475,-73.6428952191","Apis mellifera","species",47219,1,95272,2073347,77,0,1,0
"13848","Bombus","research",35044182,0,"2011-05-29",2,2,0,"45.5434541,-75.4191703","Bombus impatiens","species",118970,0,27111,1442912,6468,2893,56,0
"13849","Bombus","research",35043953,0,"2011-08-25",2,2,0,"46.8420253,-71.2568181","Bombus citrinus","species",198859,0,517,1442912,6468,2893,56,0
"13850","Bombus","research",35043712,0,"2011-08-25",2,2,0,"46.8420253,-71.2568181","Bombus borealis","species",143854,0,1091,1442912,6468,2893,56,0
"13851","Bombus","research",35043578,0,"2011-08-04",2,2,0,"46.8420253,-71.2568181","Bombus rufocinctus","species",144011,0,1055,1442912,6468,2893,56,0
"13852","Bombus","research",35043229,0,"2013-05-15",2,2,0,"46.765975,-71.3553918","Bombus impatiens","species",118970,0,27111,1442912,6468,2893,56,0
"13853","Apis","research",35042350,0,"2019-10-28",3,3,0,"44.47821,-77.31361","Apis mellifera","species",47219,1,95272,584526,13294,37467,1,0
"13854","Bombus","research",35040189,0,"2018-07-16",2,2,0,"43.5335301836,-79.9593739542","Bombus bimaculatus","species",52779,0,4755,619231,4545,60,56,0
"13855","Apis","research",35034611,0,"2019-10-28",2,2,0,"44.3571021753,-78.2904839666","Apis mellifera","species",47219,1,95272,1629946,95,0,1,0
"13856","Bombus","research",35033169,0,"2019-10-28",2,2,0,"44.3572389615,-78.2904803703","Bombus impatiens","species",118970,0,27111,1629946,95,0,56,0
"13857","Bombus","research",35019932,0,"2019-10-21",2,2,0,"45.350405,-75.9495","Bombus impatiens","species",118970,0,27111,1938236,73,0,56,0
"13858","Bombus","research",35019491,0,"2019-10-21",1,1,0,"45.34345,-75.9351583333","Bombus rufocinctus","species",144011,0,1055,1938236,73,0,56,0
"13859","Apis","research",35005117,0,"2011-07-07",2,2,0,"46.8496706516,-71.2621807311","Apis mellifera","species",47219,1,95272,1442912,6468,2893,1,0
"13860","Bombus","research",34989330,0,"2019-10-19",2,2,0,"45.464341552,-75.4970926791","Bombus impatiens","species",118970,0,27111,2241682,49,8,56,0
"13861","Apis","research",34986472,0,"2019-10-11",2,2,0,"45.5564575195,-73.5576705933","Apis mellifera","species",47219,1,95272,1921501,57,1,1,0
"13862","Bombus","needs_id",34977751,0,"2019-10-27",2,2,0,"43.6995234307,-79.2965306982","Pyrobombus","subgenus",538900,0,63340,2014598,13,0,56,0
"13863","Bombus","research",34890897,0,"2019-10-12",2,2,0,"43.6371261162,-79.392761081","Bombus impatiens","species",118970,0,27111,2235055,483,224,56,0
"13864","Bombus","research",34889965,0,"2019-10-21",1,1,0,"43.2672576904,-79.9536819458","Bombus impatiens","species",118970,0,27111,1360909,466,25,56,0
"13865","Bombus","research",34885787,0,"2019-10-25",1,1,0,"44.0712852478,-79.5126266479","Bombus impatiens","species",118970,0,27111,673834,1296,599,56,0
"13866","Bombus","research",34875488,0,"2019-10-25",2,2,0,"43.3623626596,-79.7658943758","Bombus impatiens","species",118970,0,27111,2040229,31,1,56,0
"13867","Apis","research",34854357,0,"2019-05-17",2,2,0,"43.392388,-79.710102","Apis mellifera","species",47219,1,95272,687175,6919,1089,1,0
"13868","Bombus","research",34843319,0,"2019-10-24",2,2,0,"44.3098220825,-78.3169937133","Bombus impatiens","species",118970,0,27111,271806,11202,1996,56,0
"13869","Bombus","needs_id",34838163,0,"2019-10-24",1,1,0,"44.47114,-77.31465","Bombus griseocollis","species",120215,0,8936,584526,13294,37467,56,0
"13870","Apis","research",34832670,0,"2019-10-24",1,1,0,"45.36338183,-71.84313005","Apis mellifera","species",47219,1,95272,2239976,2819,531,1,0
"13871","Bombus","research",34811929,0,"2019-06-01",2,2,0,"43.4526396108,-79.9539260854","Bombus bimaculatus","species",52779,0,4755,219083,849,1038,56,0
"13872","Bombus","research",34792841,0,"2019-10-23",1,1,0,"43.971206665,-79.6183700562","Bombus impatiens","species",118970,0,27111,673834,1296,599,56,0
"13873","Bombus","research",34787159,0,"2019-07-27",1,1,0,"43.8699739332,-78.7829389633","Bombus rufocinctus","species",144011,0,1055,1074782,295,0,56,0
"13874","Bombus","research",34758341,0,"2019-10-21",1,1,0,"43.9910609021,-78.4428877383","Bombus impatiens","species",118970,0,27111,521409,132,29,56,0
"13875","Bombus","research",34755541,0,"2019-10-21",1,1,0,"44.05071383,-79.462005","Bombus impatiens","species",118970,0,27111,855829,1186,226,56,0
"13876","Bombus","research",34751872,0,"2019-10-22",2,2,0,"43.163984,-79.242144","Bombus impatiens","species",118970,0,27111,518462,1130,1150,56,0
"13877","Bombus","research",34744256,0,"2019-10-22",3,3,0,"45.4914866667,-73.5779416667","Bombus impatiens","species",118970,0,27111,2386070,2,0,56,0
"13878","Bombus","needs_id",34720397,1,"2019-10-21",1,1,0,"43.667224884,-79.3918838501","Bombus","genus",52775,1,143140,495713,1996,17524,56,0
"13879","Bombus","research",34717929,0,"2019-10-21",2,2,0,"44.3509340791,-78.7378434739","Bombus impatiens","species",118970,0,27111,1222186,88,179,56,0
"13880","Apis","research",34715862,0,"2019-10-21",3,3,0,"43.1525268555,-79.5245895386","Apis mellifera","species",47219,1,95272,2071470,180,1,1,0
"13881","Bombus","research",34711197,0,"2019-10-21",1,1,0,"43.266386,-79.9428883","Bombus impatiens","species",118970,0,27111,416201,23673,6514,56,0
"13882","Apis","research",34710978,0,"2019-10-21",1,1,0,"43.266386,-79.9428883","Apis mellifera","species",47219,1,95272,416201,23673,6514,1,0
"13883","Bombus","research",34709070,0,"2019-10-21",1,1,0,"45.3870883288,-75.7032036781","Bombus impatiens","species",118970,0,27111,103695,16460,2,56,0
"13884","Bombus","research",34706417,0,"2019-10-21",1,1,0,"45.4349591257,-73.8643379231","Bombus impatiens","species",118970,0,27111,2007684,119,6,56,0
"13885","Ceratina","needs_id",34706350,0,"2019-10-21",2,2,0,"43.7433411397,-79.795933914","Zadontomerus","subgenus",468067,0,3385,449354,4013,11,8,0
"13886","Bombus","research",34705718,0,"2019-10-21",1,1,0,"45.27488,-75.67841333","Bombus impatiens","species",118970,0,27111,2004973,16,0,56,0
"13887","Bombus","research",34705387,0,"2019-10-12",2,2,0,"43.751823,-79.4208678","Bombus impatiens","species",118970,0,27111,1748367,335,0,56,0
"13888","Apis","research",34705187,0,"2019-10-21",2,2,0,"45.46600833,-73.64317167","Apis mellifera","species",47219,1,95272,2073347,77,0,1,0
"13889","Bombus","research",34701712,0,"2019-10-12",1,1,0,"43.1718108982,-79.2784115151","Bombus impatiens","species",118970,0,27111,1770625,38,7,56,0
"13890","Bombus","research",34701325,0,"2019-10-21",1,1,0,"44.5172707757,-76.6978165281","Bombus impatiens","species",118970,0,27111,2373485,2251,60,56,0
"13891","Bombus","research",34696960,0,"2019-10-21",2,2,0,"43.69502,-79.35652167","Bombus impatiens","species",118970,0,27111,2355633,31,0,56,0
"13892","Bombus","research",34693369,0,"2019-10-20",1,1,0,"43.2451283333,-79.929275","Bombus impatiens","species",118970,0,27111,53721,5299,22,56,0
"13893","Bombus","research",34682571,0,"2019-10-20",3,3,0,"44.48132,-77.30696","Bombus pensylvanicus","species",56887,1,6366,584526,13294,37467,56,0
"13894","Nomada","needs_id",34664945,0,"2019-06-01",0,0,0,"43.6512227,-79.4635887","Nomada articulata","species",198868,0,21,2111370,28,0,33,NA
"13895","Bombus","research",34651054,0,"2019-10-13",1,1,0,"45.363225,-75.87777","Bombus impatiens","species",118970,0,27111,1131799,13,2,56,0
"13896","Apis","research",34644926,0,"2019-10-20",2,2,0,"43.2545477565,-79.8732679003","Apis mellifera","species",47219,1,95272,1198172,132,0,1,0
"13897","Bombus","research",34644849,0,"2019-10-20",1,1,0,"43.2545953206,-79.8730978255","Bombus impatiens","species",118970,0,27111,1198172,132,0,56,0
"13898","Apis","research",34635783,0,"2019-10-20",1,1,0,"43.897484287,-78.4856744879","Apis mellifera","species",47219,1,95272,1104528,68,0,1,0
"13899","Apis","research",34626891,0,"2019-10-19",2,2,0,"44.47821,-77.31361","Apis mellifera","species",47219,1,95272,584526,13294,37467,1,0
"13900","Bombus","research",34608678,0,"2019-10-19",1,1,0,"45.4425134807,-73.696315717","Bombus impatiens","species",118970,0,27111,2007684,119,6,56,0
"13901","Apis","research",34606040,0,"2019-10-19",2,2,0,"43.0006823268,-79.1234696919","Apis mellifera","species",47219,1,95272,1826035,309,10,1,0
"13902","Bombus","research",34605995,0,"2019-10-19",1,1,0,"43.5243361111,-79.8410861111","Bombus impatiens","species",118970,0,27111,851280,63,0,56,0
"13903","Bombus","research",34599892,0,"2019-10-18",1,1,0,"43.77181667,-79.50705833","Bombus impatiens","species",118970,0,27111,3563,559,2323,56,0
"13904","Bombus","research",34576128,0,"2019-10-18",2,2,0,"44.48003,-77.30425","Bombus impatiens","species",118970,0,27111,584526,13294,37467,56,0
"13905","Bombus","research",34576044,0,"2019-10-18",1,1,0,"44.48003,-77.30425","Bombus impatiens","species",118970,0,27111,584526,13294,37467,56,0
"13906","Bombus","research",34571713,0,"2019-10-18",1,1,0,"43.6888885498,-79.3147201538","Bombus impatiens","species",118970,0,27111,577059,20259,342,56,0
"13907","Bombus","needs_id",34548795,0,"2019-10-11",1,1,0,"44.9724476976,-76.4062745715","Bombus impatiens","species",118970,0,27111,1125080,20,0,56,0
"13908","Bombus","research",34524981,0,"2019-10-11",1,1,0,"45.4922950177,-75.8358027041","Bombus impatiens","species",118970,0,27111,810340,335,45,56,0
"13909","Bombus","research",34512756,0,"2019-10-17",1,1,0,"43.8232883333,-79.1804883333","Bombus impatiens","species",118970,0,27111,520124,1990,11,56,0
"13910","Ceratina","needs_id",34505386,0,"2019-10-09",1,1,0,"46.749878996,-71.3204208113","Zadontomerus","subgenus",468067,0,3385,608898,10598,1037,8,0
"13911","Ceratina","needs_id",34505371,0,"2019-10-09",1,1,0,"46.749878996,-71.3204208113","Zadontomerus","subgenus",468067,0,3385,608898,10598,1037,8,0
"13912","Bombus","research",34500625,0,"2019-10-17",2,2,0,"43.9450822,-78.89795899","Bombus impatiens","species",118970,0,27111,2217616,19,0,56,0
"13913","Apis","research",34500341,0,"2019-09-17",2,2,0,"43.5216849833,-79.6694066667","Apis mellifera","species",47219,1,95272,437564,1293,5,1,0
"13914","Apis","research",34483866,0,"2019-10-15",2,2,0,"43.1587295532,-79.0540771484","Apis mellifera","species",47219,1,95272,1932762,934,10,1,0
"13915","Melissodes","research",34471023,0,"2015-08-18",1,1,0,"44.1716135284,-78.0915581796","Melissodes bimaculatus","species",567666,1,1686,1106722,4426,4394,21,0
"13916","Bombus","research",34466096,0,"2019-10-16",1,1,0,"45.36383827,-71.84641189","Bombus impatiens","species",118970,0,27111,2239976,2819,531,56,0
"13917","Bombus","research",34454150,0,"2019-08-14",1,1,0,"46.9313557,-71.2359322","Bombus borealis","species",143854,0,1091,1442912,6468,2893,56,0
"13918","Bombus","research",34453902,0,"2019-08-14",2,2,0,"46.9313557,-71.2359322","Bombus ternarius","species",127905,0,4181,1442912,6468,2893,56,0
"13919","Bombus","research",34453520,0,"2019-08-14",2,2,0,"46.9313557,-71.2359322","Bombus ternarius","species",127905,0,4181,1442912,6468,2893,56,0
"13920","Bombus","research",34448323,0,"2019-10-14",1,1,0,"46.3706992,-79.91746951","Bombus impatiens","species",118970,0,27111,109446,840,0,56,0
"13921","Bombus","research",34441211,0,"2019-10-12",2,2,0,"45.5389852984,-73.4373080836","Bombus impatiens","species",118970,0,27111,1700589,2769,1803,56,0
"13922","Bombus","research",34436654,0,"2019-10-15",2,2,0,"44.20985,-78.258525","Bombus impatiens","species",118970,0,27111,521253,2781,10,56,0
"13923","Bombus","needs_id",34436643,0,"2019-10-15",1,1,0,"44.2097416667,-78.2583277778","Bombus citrinus","species",198859,0,517,521253,2781,10,56,0
"13924","Bombus","research",34435313,0,"2019-10-04",2,2,0,"43.8808555,-78.9614585","Bombus impatiens","species",118970,0,27111,1097237,876,12,56,0
"13925","Bombus","research",34428720,0,"2019-10-14",1,1,0,"43.767495,-79.77105","Bombus impatiens","species",118970,0,27111,2265981,11,2,56,0
"13926","Bombus","research",34423415,0,"2019-10-15",1,1,0,"44.2398426703,-79.9774840261","Bombus impatiens","species",118970,0,27111,2212211,292,0,56,0
"13927","Bombus","research",34422265,0,"2019-10-15",2,2,0,"45.4314422607,-75.7367477417","Bombus impatiens","species",118970,0,27111,2005586,28,0,56,0
"13928","Bombus","research",34417461,0,"2015-08-15",1,1,0,"44.5318845818,-77.9166387619","Bombus griseocollis","species",120215,0,8936,1106722,4426,4394,56,0
"13929","Bombus","research",34417449,0,"2015-08-15",1,1,0,"44.5320834336,-77.9173468651","Bombus griseocollis","species",120215,0,8936,1106722,4426,4394,56,0
"13930","Bombus","research",34417444,0,"2015-08-15",1,1,0,"44.5322920698,-77.9181096541","Bombus griseocollis","species",120215,0,8936,1106722,4426,4394,56,0
"13931","Bombus","research",34403647,0,"2019-10-14",1,1,0,"43.96146667,-79.52060833","Bombus impatiens","species",118970,0,27111,657710,298,25,56,0
"13932","Bombus","research",34393532,0,"2019-10-11",1,1,0,"45.39937167,-78.99984667","Bombus ternarius","species",127905,0,4181,513691,139,0,56,0
"13933","Bombus","needs_id",34385174,0,"2019-10-05",1,1,0,"43.9365513085,-79.4393762495","Bombus citrinus","species",198859,0,517,516364,2550,142,56,0
"13934","Bombus","research",34384347,0,"2019-10-13",2,2,0,"44.2574583333,-76.5806966667","Bombus impatiens","species",118970,0,27111,1729728,262,65,56,0
"13935","Bombus","research",34381715,0,"2019-10-12",2,2,0,"43.680884982,-79.5091620504","Bombus impatiens","species",118970,0,27111,201000,1332,1757,56,0
"13936","Bombus","research",34381133,0,"2019-10-14",1,1,0,"43.4099506121,-79.7457808256","Bombus impatiens","species",118970,0,27111,1731496,137,0,56,0
"13937","Apis","research",34381059,0,"2019-10-14",1,1,0,"44.2649993896,-78.3933334351","Apis mellifera","species",47219,1,95272,1080876,783,2702,1,0
"13938","Bombus","research",34379498,0,"2019-10-14",2,2,0,"43.1276278333,-79.8086866667","Bombus impatiens","species",118970,0,27111,2364789,2,0,56,0
"13939","Bombus","research",34375964,2,"2019-10-14",1,1,0,"43.6512680054,-79.4915466309","Bombus rufocinctus","species",144011,0,1055,1130694,125,256,56,0
"13940","Bombus","research",34372277,0,"2019-10-14",1,1,0,"43.6946216667,-79.297775","Bombus impatiens","species",118970,0,27111,520124,1990,11,56,0
"13941","Bombus","research",34370307,0,"2019-10-14",1,1,0,"44.5839842921,-78.385142785","Bombus impatiens","species",118970,0,27111,2237912,65,14,56,0
"13942","Bombus","research",34370153,0,"2019-10-14",1,1,0,"43.750289917,-79.8175888062","Bombus impatiens","species",118970,0,27111,125242,1336,1310,56,0
"13943","Bombus","research",34357827,0,"2019-10-12",1,1,0,"44.0296707153,-79.4638900757","Bombus impatiens","species",118970,0,27111,2006066,577,3,56,0
"13944","Bombus","research",34354572,0,"2015-08-01",1,1,0,"44.38422068,-78.3492157713","Bombus vagans","species",128670,1,1559,1106722,4426,4394,56,0
"13945","Bombus","research",34344527,0,"2019-10-13",1,1,0,"43.2668266296,-79.9656066895","Bombus impatiens","species",118970,0,27111,2124579,65,66,56,0
"13946","Bombus","research",34342114,0,"2019-10-13",1,1,0,"44.05116383,-79.45456667","Bombus impatiens","species",118970,0,27111,855829,1186,226,56,0
"13947","Bombus","research",34342008,0,"2019-10-13",1,1,0,"44.0510305,-79.45458333","Bombus impatiens","species",118970,0,27111,855829,1186,226,56,0
"13948","Bombus","needs_id",34340349,0,"2019-06-20",1,1,0,"43.7256860593,-79.7856286447","Bombus bimaculatus","species",52779,0,4755,2362520,3,0,56,0
"13949","Bombus","research",34336815,0,"2019-10-12",1,1,0,"43.653755,-79.40239667","Bombus impatiens","species",118970,0,27111,1826035,309,10,56,0
