"genus","quality_grade","identifications_most_agree","species_guess","num_identification_disagreements","identifications_count"
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,3
"Xylocopa","research",FALSE,"Eastern Carpenter Bee",0,0
"Apis","research",FALSE,"Western Honey Bee",0,0
"Apis","research",FALSE,"Western Honey Bee",0,0
"Bombus","research",FALSE,"Two-spotted Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Ceratina","needs_id",FALSE,"Zadontomerus",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,3
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","research",FALSE,"Half-black Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",FALSE,"Northern Amber Bumble Bee",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","needs_id",TRUE,"Fernald's Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",FALSE,"Perplexing Bumble Bee",0,0
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bourdon",0,0
"Apis","research",FALSE,"Abeille européenne",0,0
"Bombus","research",FALSE,"Lemon Cuckoo Bumble Bee",0,0
"Bombus","research",FALSE,"Common Eastern Bumble Bee",0,0
"Apis","research",FALSE,"Western Honey Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Anthophora","research",TRUE,"Orange-tipped Wood-digger Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,3
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Holcopasites","research",TRUE,"Holcopasites calliopsidis",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Epeolus","research",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Epeolus","research",TRUE,"Autumnal Cellophane-cuckoo Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Melissodes","needs_id",TRUE,"Melissodes",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Epeolus","needs_id",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,1
"Ceratina","needs_id",FALSE,"Zadontomerus",0,0
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Epeolus","research",TRUE,"Notch-backed Cellophane-cuckoo Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Melissodes","research",TRUE,"Drury's Long-horned Bee",0,1
"Triepeolus","needs_id",TRUE,"Triepeolus",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","research",TRUE,"Thistle Long-horned Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Bombus ternarius",0,1
"Bombus","research",TRUE,"Bombus ternarius",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"Bombus sandersoni",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Perplexing Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,2
"Ceratina","needs_id",TRUE,"Zadontomerus",0,3
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,3
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Bombus ternarius",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","needs_id",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Epeolus","research",TRUE,"Autumnal Cellophane-cuckoo Bee",0,2
"Anthophora","research",TRUE,"Orange-tipped Wood-digger Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Bombus ternarius",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Sanderson's Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Nomada","needs_id",TRUE,"Nomad Bees",0,1
"Bombus","needs_id",TRUE,"Bumble Bees",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apinae","needs_id",TRUE,"Apine Bees",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Peponapis","casual",FALSE,"Squash Bees",0,0
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Bombus","research",FALSE,"Yellow-banded Bumble Bee",0,0
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Cullumanobombus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Nomada","needs_id",TRUE,"Nomad Bees",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Apidae","needs_id",TRUE,"Honey Bees, Bumble Bees, and Allies",0,3
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Melissodes","needs_id",TRUE,"Eumelissodes",1,5
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,4
"Bombus","research",TRUE,"Perplexing Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,4
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Ceratina","needs_id",TRUE,"Small Carpenter Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,3
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Nomada","needs_id",TRUE,"Nomad Bees",0,4
"Nomada","needs_id",TRUE,"Nomad Bees",0,3
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","casual",FALSE,"Common Eastern Bumble Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Melissodes","needs_id",TRUE,"Eumelissodes",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,3
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,2
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","needs_id",TRUE,"Bumble Bees",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Golden Northern Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Black-and-gold Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,4
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Pyrobombus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,4
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Yellow-banded Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Fernald's Cuckoo Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Lemon Cuckoo Bumble Bee",0,2
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Abeille européenne",0,2
"Bombus","needs_id",TRUE,"Pyrobombus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Two-spotted Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,3
"Bombus","needs_id",TRUE,"Bumble Bees",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,3
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"American Bumble Bee",0,3
"Nomada","needs_id",FALSE,"Articulated Cuckoo Nomad Bee",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Ceratina","needs_id",TRUE,"Zadontomerus",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Melissodes","research",TRUE,"Two-spotted Long-horned Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Northern Amber Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Tricolored Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Lemon Cuckoo Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Red-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Half-black Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Xylocopa","research",TRUE,"Eastern Carpenter Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","needs_id",TRUE,"Two-spotted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Apis","research",TRUE,"Western Honey Bee",0,2
"Ceratina","needs_id",TRUE,"Zadontomerus",0,2
"Bombus","research",TRUE,"American Bumble Bee",1,4
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Brown-belted Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Bombus griseocollis",0,1
"Apis","research",TRUE,"Western Honey Bee",0,2
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Apis","research",TRUE,"Western Honey Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",FALSE,"Bumble Bees",0,0
"Bombus","research",TRUE,"Common Eastern Bumble Bee",0,1
"Bombus","needs_id",TRUE,"Lemon Cuckoo Bumble Bee",0,1
